,total_qa,total_segmented_videos,total_product_recommended,total_videos_hit,hit_rate_in_percent,best_recommendation (all_metrics_good),bad_gender,good_gender,bad_color,good_color,none_color,bad_category,good_category,bad_pattern,good_pattern,none_pattern,bad_frame,good_frame
frame_selection,438,588,249,46,13,73,1,437,23,86,329,86,352,14,95,329,4,434
